Overall Qual,Gr Liv Area,Garage Cars,Total Bsmt SF,Year Built,Full Bath,Year Remod/Add,Fireplaces,Neighborhood,SalePrice
7,1870,2.0,944.0,2001,2,2001,0,CollgCr,211000
8,1513,2.0,1462.0,1999,2,2000,1,CollgCr,220000
7,1504,2.0,1504.0,1996,2,1996,1,CollgCr,203000
8,1828,2.0,1822.0,2002,2,2003,1,CollgCr,279500
7,1417,2.0,1417.0,1997,2,1998,1,CollgCr,210000
7,2034,2.0,1057.0,1997,2,1998,0,CollgCr,219500
7,1716,2.0,880.0,1996,2,1996,1,CollgCr,191000
7,1212,2.0,1212.0,2001,2,2001,0,CollgCr,178000
7,1630,2.0,1630.0,2000,2,2001,1,CollgCr,213000
6,848,2.0,848.0,2003,1,2004,0,CollgCr,144000
6,848,2.0,848.0,2003,1,2003,0,CollgCr,140000
8,1602,3.0,1578.0,2007,2,2007,1,CollgCr,293200
7,1728,2.0,864.0,2004,2,2004,0,CollgCr,190000
7,1500,2.0,1500.0,2004,2,2004,0,CollgCr,190000
6,1476,2.0,738.0,2005,2,2005,0,CollgCr,173500
6,1396,2.0,608.0,2007,2,2007,1,CollgCr,170000
4,1126,2.0,0.0,1949,2,2003,0,Edwards,108000
5,1486,2.0,1486.0,1964,1,1999,0,Edwards,167000
4,816,1.0,816.0,1938,1,1958,1,Edwards,100000
7,1922,2.0,0.0,2003,3,2003,1,Edwards,198500
6,1426,2.0,690.0,1977,1,1977,0,Edwards,159500
4,1149,1.0,1014.0,1960,1,1971,0,Edwards,127000
6,1125,1.0,1041.0,1976,1,1976,1,Edwards,125000
9,1698,3.0,1698.0,2007,2,2008,1,Edwards,320000
6,1072,2.0,547.0,2005,1,2006,0,Edwards,145500
5,698,0.0,698.0,1947,1,2008,0,Edwards,118000
4,876,1.0,876.0,1959,1,1959,0,Edwards,85000
5,1368,1.0,1078.0,1950,1,1950,0,Edwards,120000
4,1529,1.0,0.0,1945,2,1950,0,Edwards,98000
5,864,0.0,864.0,1922,1,1950,0,Edwards,99900
3,944,2.0,0.0,1952,1,1952,0,Edwards,82000
5,1678,0.0,1678.0,1959,2,1959,0,Edwards,119900
5,1560,1.0,1150.0,1956,1,1956,1,Edwards,103500
4,960,1.0,672.0,1956,1,1956,0,Edwards,112000
6,1196,2.0,684.0,1920,1,2000,0,Edwards,110000
5,1298,1.0,720.0,1941,1,1950,2,Edwards,122000
5,1604,2.0,984.0,1941,2,1960,0,Edwards,117000
5,1268,1.0,832.0,1938,1,1950,2,SWISU,160000
5,1520,1.0,793.0,1932,1,2000,0,SWISU,159434
2,438,1.0,290.0,1920,1,1950,0,SWISU,60000
6,1489,1.0,778.0,1940,2,1950,1,SWISU,139500
7,3082,2.0,824.0,1920,2,1970,2,SWISU,197000
6,1242,1.0,583.0,1935,1,1950,1,SWISU,105000
4,1981,2.0,1122.0,1928,2,1950,2,SWISU,135000
6,1232,2.0,816.0,1916,1,2000,1,Crawfor,147500
6,1608,1.0,976.0,1925,2,1990,1,SWISU,137450
7,1135,2.0,560.0,1936,1,2007,0,SWISU,155000
6,1913,2.0,896.0,1928,1,1950,1,Crawfor,177000
7,1477,1.0,861.0,1928,2,1950,1,SWISU,145000
7,1228,1.0,600.0,1918,1,1990,1,Crawfor,137000
7,2080,1.0,1276.0,1926,1,2004,2,Crawfor,234000
5,1567,2.0,840.0,1940,1,1950,2,Crawfor,205000
6,1494,1.0,771.0,1942,1,1950,2,Crawfor,177500
5,1308,1.0,728.0,1940,1,1950,2,Crawfor,160000
5,1273,1.0,1273.0,1960,1,1960,0,Crawfor,155000
5,964,2.0,876.0,1921,1,2006,0,Crawfor,163500
5,1343,1.0,731.0,1921,1,1950,1,Crawfor,154900
7,2480,2.0,920.0,1940,2,1950,2,Crawfor,205000
5,1112,1.0,1112.0,1954,1,1954,1,Crawfor,144800
7,1564,1.0,704.0,1941,1,1950,1,Crawfor,174500
6,1561,2.0,1561.0,1960,2,1960,1,Crawfor,193000
5,1523,1.0,1067.0,1949,2,2005,1,Crawfor,158000
6,1152,1.0,1092.0,1950,1,2004,1,Crawfor,158500
6,1906,2.0,1310.0,1954,1,1954,2,Crawfor,224000
6,1032,2.0,516.0,1980,1,1980,1,Blueste,115000
6,1229,2.0,561.0,1980,1,1992,1,Blueste,137000
6,1229,2.0,561.0,1980,1,1980,1,Blueste,121000
6,1229,2.0,561.0,1980,1,1980,1,Blueste,124000
6,1982,2.0,572.0,1986,2,1986,1,Crawfor,208000
7,2365,2.0,1803.0,1971,2,2009,2,Crawfor,315000
6,1680,2.0,880.0,1988,2,2007,1,Crawfor,222000
5,1344,1.0,672.0,1920,1,1997,0,IDOTRR,147000
5,2168,2.0,760.0,1900,2,1993,0,IDOTRR,123000
5,1192,1.0,596.0,1920,1,1950,0,IDOTRR,78000
3,1526,0.0,1013.0,1915,1,1982,0,IDOTRR,85000
4,572,1.0,572.0,1925,1,1950,0,IDOTRR,75000
8,1648,2.0,1596.0,2007,2,2008,1,Crawfor,230000
2,810,1.0,0.0,1910,1,1950,0,IDOTRR,57625
8,2052,3.0,1107.0,2000,2,2001,1,Mitchel,251000
7,2149,2.0,1434.0,2003,1,2003,1,Mitchel,239686
7,1710,2.0,1710.0,2004,2,2005,1,Mitchel,240000
6,1961,2.0,804.0,2001,2,2002,1,Mitchel,215000
6,926,1.0,902.0,1977,1,1977,1,Mitchel,156450
6,1287,2.0,957.0,1977,1,1977,2,Mitchel,173000
5,1734,2.0,0.0,1977,2,1977,0,Mitchel,126000
7,1217,2.0,1188.0,1990,2,1991,0,Mitchel,173000
5,1595,2.0,1582.0,1991,2,1991,0,Mitchel,152000
6,1344,2.0,819.0,1958,1,1958,1,Timber,137500
7,2036,2.0,2136.0,1965,2,1965,2,Timber,375000
9,1620,3.0,1620.0,2007,2,2008,1,Timber,315500
7,1692,2.0,846.0,2009,2,2009,0,Timber,224500
9,2036,3.0,2190.0,2008,2,2008,1,Timber,410000
9,1641,3.0,1641.0,2008,2,2008,0,Timber,316500
8,1466,3.0,1466.0,2007,2,2007,0,Timber,201000
6,1412,2.0,1392.0,1988,2,1988,1,Timber,175000
6,2237,2.0,712.0,1980,2,2006,1,Timber,204000
7,1479,2.0,1645.0,1987,2,1989,1,Timber,213500
8,1296,2.0,1267.0,2001,2,2002,0,Timber,220000
7,2014,2.0,912.0,2003,2,2003,0,Timber,170000
9,1838,3.0,1838.0,2006,2,2006,1,Timber,315000
9,1978,3.0,1978.0,2007,2,2007,1,Timber,425000
5,1008,1.0,1008.0,1968,1,1968,0,Mitchel,139500
5,1771,2.0,0.0,1960,1,2006,1,Mitchel,115000
6,1204,2.0,1204.0,1998,2,1998,0,Mitchel,162000
6,1224,2.0,1224.0,1999,2,1999,0,Mitchel,165000
4,988,1.0,462.0,1973,1,1973,0,MeadowV,91000
5,874,1.0,864.0,1968,1,1968,0,Mitchel,130000
4,630,1.0,630.0,1970,1,2002,0,MeadowV,86000
5,1404,2.0,1188.0,1969,2,2000,1,Mitchel,160000
4,630,1.0,630.0,1970,1,1970,0,MeadowV,80000
4,1344,0.0,546.0,1970,1,2008,1,MeadowV,97000
4,1092,1.0,546.0,1970,1,1970,0,MeadowV,88000
5,796,1.0,796.0,1972,1,1972,0,Mitchel,131900
6,1091,1.0,384.0,1993,1,1996,0,Mitchel,131250
5,1110,2.0,1097.0,1978,1,1978,1,Mitchel,165500
5,833,0.0,833.0,1985,1,1985,0,Mitchel,112000
5,883,2.0,828.0,1992,1,1993,1,Mitchel,149000
5,1362,2.0,796.0,1993,1,1995,0,Mitchel,143000
5,1287,2.0,624.0,1992,1,1992,0,Mitchel,130000
6,1567,2.0,1567.0,1977,2,1977,2,Mitchel,196000
5,1632,2.0,784.0,1969,1,1969,1,Mitchel,173000
6,1414,2.0,1184.0,1958,1,2002,1,NAmes,176500
6,2117,2.0,1205.0,1970,2,1970,2,NAmes,237500
6,2112,2.0,952.0,1969,2,1969,2,NAmes,206900
6,1604,2.0,926.0,1997,2,1998,1,Gilbert,187500
6,1470,2.0,680.0,1995,2,1996,1,Gilbert,165000
6,1604,2.0,926.0,1998,2,1998,0,Gilbert,195500
6,1638,2.0,943.0,1998,2,1998,2,Gilbert,192000
6,1636,2.0,916.0,1996,2,1996,1,Gilbert,173000
5,1384,2.0,1348.0,1996,2,1997,0,Gilbert,177900
7,1446,2.0,729.0,1996,2,1997,1,Gilbert,175000
8,1593,2.0,1593.0,2001,1,2002,1,StoneBr,286000
8,1682,2.0,1664.0,1997,1,1997,1,StoneBr,247900
8,1337,2.0,1337.0,1993,2,1993,1,StoneBr,180000
8,1280,2.0,1280.0,1992,2,1992,0,StoneBr,180000
6,1604,2.0,926.0,1997,2,1998,1,Gilbert,181000
6,1633,2.0,932.0,1998,2,1998,1,Gilbert,183000
6,1658,2.0,773.0,1995,2,1996,1,Gilbert,188000
7,1895,2.0,712.0,1994,2,1996,1,Gilbert,194500
6,1709,2.0,836.0,1991,2,1991,0,Gilbert,185000
8,1228,2.0,1228.0,1988,2,1989,1,StoneBr,189000
8,1337,2.0,1337.0,1989,2,1989,1,StoneBr,188500
8,2500,3.0,1168.0,2005,3,2005,1,StoneBr,355000
9,2504,3.0,1122.0,2005,2,2007,1,StoneBr,325000
9,1884,3.0,1884.0,2004,2,2004,1,StoneBr,387000
6,1474,2.0,1632.0,1952,1,1952,2,Gilbert,115000
9,1710,2.0,1710.0,2007,2,2007,1,StoneBr,334000
6,1488,2.0,1488.0,1950,2,1950,1,Gilbert,133000
7,2093,2.0,791.0,1986,2,1991,1,NWAmes,215000
7,1688,2.0,1675.0,1988,2,1988,1,NWAmes,226500
6,1422,2.0,1422.0,1981,2,1981,1,NWAmes,175500
7,1260,2.0,1260.0,1983,2,1983,0,NWAmes,181900
7,2064,2.0,2048.0,1978,2,1978,2,NWAmes,235000
7,1782,2.0,1782.0,1979,2,1979,1,NWAmes,220000
6,2872,2.0,1330.0,1977,2,1995,1,NWAmes,272000
6,1211,2.0,1211.0,1976,2,1976,1,NWAmes,161000
5,1126,2.0,1126.0,1977,2,1977,0,NWAmes,175000
7,2044,2.0,738.0,1980,2,1988,1,NWAmes,185000
5,1308,2.0,720.0,1969,1,1969,0,NWAmes,146900
7,2840,4.0,1420.0,1978,2,1978,2,NWAmes,292500
6,1523,2.0,1193.0,1976,2,1976,1,NWAmes,180000
6,1444,2.0,1444.0,1976,2,1976,1,NWAmes,159900
7,1964,2.0,803.0,1976,2,1976,1,NWAmes,205000
5,1178,2.0,1176.0,1973,1,2000,1,NWAmes,157000
8,2340,3.0,1236.0,1996,2,1996,1,NWAmes,306000
5,1792,2.0,896.0,1974,2,1974,0,NAmes,133000
6,1054,2.0,1054.0,1969,1,1969,0,NAmes,151000
4,936,1.0,936.0,1969,1,1969,0,NAmes,111900
5,864,2.0,864.0,1971,1,1971,0,NAmes,123000
4,864,2.0,864.0,1972,1,1972,0,NAmes,111250
6,1337,2.0,1405.0,1998,2,1999,0,NAmes,181000
6,987,1.0,483.0,1973,1,1973,0,BrDale,103400
6,987,1.0,483.0,1973,1,1973,0,BrDale,100000
6,987,1.0,483.0,1972,1,1972,0,BrDale,100500
6,987,1.0,483.0,1970,1,1970,0,BrDale,106000
6,987,1.0,483.0,1971,1,1971,0,BrDale,85400
6,987,1.0,483.0,1971,1,1971,0,BrDale,89500
5,1302,1.0,630.0,1972,2,1972,0,BrDale,111750
6,1069,2.0,1069.0,1977,2,1977,0,NPkVill,140000
6,1456,2.0,855.0,1975,2,1975,0,NPkVill,143000
7,1055,2.0,1055.0,1977,2,1977,0,NPkVill,148500
5,892,1.0,864.0,1966,1,1966,0,NAmes,110000
8,1932,3.0,1932.0,2008,2,2008,1,NridgHt,394617
10,2332,3.0,1682.0,2007,2,2008,1,NridgHt,426000
10,2084,3.0,2078.0,2007,2,2008,1,NridgHt,385000
9,2713,3.0,1452.0,2008,2,2008,1,NridgHt,446261
8,1582,3.0,1582.0,2007,2,2007,0,NridgHt,317500
8,1710,3.0,1710.0,2007,2,2008,1,NridgHt,372402
8,2464,3.0,2418.0,2007,2,2007,1,NridgHt,417500
9,1950,3.0,1950.0,2007,2,2007,1,NridgHt,383000
9,2748,3.0,1850.0,2006,2,2006,1,NridgHt,390000
10,2790,4.0,1620.0,2005,2,2006,1,NridgHt,460000
9,2331,3.0,1414.0,2005,2,2005,1,NridgHt,379000
8,2088,3.0,948.0,2007,2,2007,1,NridgHt,250000
8,2332,3.0,1148.0,2004,2,2004,1,NridgHt,316000
10,2470,3.0,2535.0,2003,1,2003,2,NridgHt,615000
9,2668,3.0,1572.0,2003,2,2004,2,NridgHt,412500
7,2046,3.0,998.0,2003,2,2004,1,NridgHt,284000
8,1575,3.0,1603.0,2003,2,2004,1,NridgHt,284000
8,2649,3.0,1479.0,2001,2,2002,1,NridgHt,421250
8,2690,3.0,1765.0,2003,2,2003,1,NridgHt,370000
9,1866,3.0,1858.0,2008,2,2008,1,NridgHt,336860
9,1702,3.0,1702.0,2008,1,2008,1,NridgHt,367294
7,1367,2.0,1367.0,2005,2,2005,1,NridgHt,192000
8,1518,2.0,1518.0,2003,1,2004,1,NridgHt,274000
9,1684,2.0,1684.0,2005,2,2005,1,NridgHt,266000
9,1800,3.0,1800.0,2007,2,2008,1,NridgHt,370967
8,1342,2.0,1342.0,2006,2,2007,1,NridgHt,234250
8,1342,2.0,1342.0,2006,2,2007,1,NridgHt,219500
7,1626,2.0,764.0,2003,2,2004,0,NridgHt,155000
7,1626,2.0,764.0,2003,2,2004,0,NridgHt,154000
7,1358,2.0,1358.0,2004,2,2004,1,NridgHt,207000
7,1455,3.0,1415.0,2003,2,2003,1,Blmngtn,195000
7,1576,3.0,1393.0,2004,2,2004,1,Blmngtn,219990
7,1504,2.0,1346.0,2005,2,2006,1,Blmngtn,191000
7,1266,2.0,1266.0,2007,2,2007,1,Blmngtn,159895
7,1246,2.0,1146.0,2007,2,2008,1,Blmngtn,187687
6,1515,2.0,789.0,2004,2,2004,1,Gilbert,179000
6,1593,2.0,839.0,2004,2,2004,1,Gilbert,193000
7,1166,2.0,856.0,2005,2,2005,0,Gilbert,190000
6,1456,2.0,728.0,2005,2,2005,0,Gilbert,176000
7,1720,2.0,840.0,2002,2,2003,1,Gilbert,188000
7,1986,2.0,847.0,2003,2,2003,1,Gilbert,213000
7,1358,2.0,1350.0,2007,2,2008,1,NridgHt,217300
6,1792,2.0,936.0,2000,2,2000,1,Gilbert,186500
7,1892,2.0,982.0,2000,2,2001,1,Gilbert,226750
7,1490,2.0,788.0,2004,2,2005,1,Gilbert,184000
7,1414,2.0,707.0,2002,2,2002,1,Gilbert,176000
7,2322,2.0,1037.0,1999,2,2000,1,Gilbert,225000
7,1651,2.0,831.0,1999,2,1999,1,Gilbert,185900
8,2199,2.0,1173.0,1997,2,1997,1,NoRidge,284500
8,2630,3.0,1470.0,1998,2,1998,1,NoRidge,315000
8,2198,3.0,1145.0,2000,2,2000,1,NoRidge,250000
9,2172,3.0,1519.0,2000,2,2000,1,NoRidge,291000
8,2006,3.0,1982.0,1998,2,1998,1,NoRidge,350000
7,2125,2.0,1064.0,1996,2,1997,2,NoRidge,279500
8,2501,3.0,1242.0,1995,2,1995,1,NoRidge,290000
8,2113,3.0,2109.0,1995,2,1995,1,NoRidge,350000
7,2418,3.0,1311.0,1993,2,1994,1,NoRidge,341000
7,2197,3.0,1080.0,1993,2,1994,1,NoRidge,287500
7,2127,2.0,1223.0,1994,2,1994,2,NoRidge,271000
8,1987,2.0,1986.0,1994,2,1994,1,NoRidge,301500
8,1580,3.0,1580.0,2007,2,2008,0,Somerst,235128
6,1933,3.0,894.0,2007,2,2007,1,Somerst,214000
8,1574,3.0,1574.0,2006,2,2006,1,Somerst,232000
7,1578,3.0,1578.0,2006,2,2006,1,Somerst,240000
9,1506,2.0,1498.0,2008,2,2008,1,Somerst,264132
8,1563,3.0,1563.0,2007,2,2007,1,Somerst,245000
7,1428,2.0,1417.0,2008,2,2008,0,Somerst,227680
8,1861,3.0,1341.0,2007,3,2007,1,Somerst,257000
8,1874,3.0,955.0,2007,2,2008,1,Somerst,297900
8,1460,2.0,1460.0,2006,2,2007,1,Somerst,247000
8,1372,2.0,1363.0,2007,2,2008,0,Somerst,212700
7,1372,2.0,1372.0,2007,2,2008,0,Somerst,250580
7,1428,2.0,1428.0,2007,2,2008,0,Somerst,182000
7,1768,2.0,866.0,2005,2,2005,0,Somerst,226700
8,1992,2.0,1053.0,2003,2,2004,1,Somerst,250000
7,1958,3.0,1026.0,2005,2,2005,1,Somerst,250000
8,2078,3.0,1034.0,2007,2,2008,1,Somerst,339750
7,1665,2.0,813.0,2007,2,2007,0,Somerst,205950
8,1660,3.0,1660.0,2007,2,2007,1,Somerst,256000
7,1218,2.0,1218.0,2007,2,2008,0,Somerst,230348
6,1728,2.0,864.0,2003,2,2003,0,Somerst,207500
7,1080,0.0,1080.0,2004,1,2005,0,SawyerW,141000
6,1696,2.0,835.0,2003,2,2003,0,SawyerW,188000
7,1663,2.0,835.0,2003,2,2004,0,SawyerW,192500
6,1175,0.0,1175.0,2005,1,2006,0,SawyerW,146000
5,1114,2.0,1114.0,2004,1,2004,0,SawyerW,159000
6,1114,2.0,1114.0,2003,1,2004,0,SawyerW,155000
6,1640,2.0,798.0,2004,2,2004,0,SawyerW,173000
7,1162,2.0,1162.0,2007,2,2007,0,SawyerW,170000
6,1609,2.0,754.0,1995,2,1995,0,SawyerW,182000
6,1680,2.0,886.0,1993,2,1994,0,SawyerW,163000
6,1679,2.0,1408.0,1994,2,1998,1,SawyerW,193500
7,1657,2.0,832.0,1994,2,1995,0,SawyerW,189000
6,1677,2.0,827.0,2001,2,2001,0,SawyerW,190500
7,1737,2.0,836.0,1992,2,1992,0,SawyerW,175000
6,1294,2.0,1278.0,1991,2,1991,0,SawyerW,179200
6,1710,2.0,832.0,1993,2,1993,0,SawyerW,187000
6,1617,2.0,1604.0,1993,2,1994,1,SawyerW,193000
6,1199,2.0,1199.0,1993,2,1993,0,SawyerW,153900
5,984,1.0,984.0,1963,1,1963,1,Sawyer,128000
5,912,1.0,912.0,1962,1,1962,0,Sawyer,144000
5,864,1.0,864.0,1961,1,2007,1,Sawyer,135000
5,890,1.0,890.0,1968,1,1968,0,Sawyer,115000
5,864,1.0,864.0,1963,1,1963,0,Sawyer,119916
6,912,1.0,912.0,1961,1,1996,0,Sawyer,142000
6,1430,2.0,1430.0,1974,2,1974,2,Veenker,192000
5,1641,2.0,1001.0,1972,2,1972,1,Sawyer,140000
6,2683,2.0,930.0,1990,2,1991,2,NoRidge,290000
9,2786,2.0,1848.0,1993,2,1994,1,NoRidge,372500
7,1391,2.0,1391.0,2004,2,2004,0,Somerst,196000
7,1250,2.0,625.0,2006,2,2007,0,Somerst,171900
7,1245,2.0,1235.0,2004,2,2005,0,Somerst,178000
6,1200,2.0,600.0,2005,2,2005,0,Somerst,165000
7,1392,2.0,689.0,2007,2,2007,0,Somerst,146000
7,1392,2.0,689.0,2007,2,2007,0,Somerst,146000
7,1501,2.0,744.0,1999,2,1999,0,Somerst,179400
6,1549,2.0,744.0,1999,2,1999,0,Somerst,172900
9,1638,2.0,1614.0,2000,2,2000,1,Somerst,300000
9,1310,2.0,1310.0,2001,1,2001,1,Somerst,285000
9,1419,2.0,1419.0,2001,1,2001,1,Somerst,290000
9,1557,2.0,1557.0,1999,2,2000,1,Somerst,305000
9,1709,2.0,1698.0,1999,2,2000,1,Somerst,328900
7,1252,2.0,600.0,1999,2,2000,0,Somerst,160000
7,1404,2.0,672.0,1999,2,2000,0,Somerst,170000
7,1789,2.0,858.0,2001,2,2001,1,Somerst,223000
8,1586,2.0,960.0,1999,2,1999,0,Somerst,170000
8,1607,2.0,960.0,1999,2,2000,0,Somerst,200000
10,2393,2.0,970.0,1998,2,1999,1,Somerst,345000
8,1288,2.0,1260.0,1996,1,1996,2,Veenker,245500
8,1239,2.0,1230.0,1995,1,1995,1,Veenker,217500
8,1719,2.0,1719.0,1993,1,1993,2,Veenker,324000
6,1232,2.0,1232.0,1984,2,1984,0,Veenker,162500
9,2944,3.0,994.0,1977,2,1977,1,Veenker,150000
8,1671,2.0,1426.0,1976,3,2007,1,Veenker,290000
7,1812,2.0,952.0,2002,2,2002,1,Somerst,205000
7,1682,2.0,1304.0,1970,2,1970,1,NWAmes,174000
6,1427,2.0,1427.0,1969,2,1969,0,NWAmes,183000
6,1740,2.0,1740.0,1968,1,1968,1,NWAmes,150000
6,1258,2.0,1258.0,1971,2,2004,0,NWAmes,145000
7,1620,2.0,1620.0,1967,2,1967,1,NWAmes,215000
5,1625,2.0,1625.0,1965,2,1965,0,NWAmes,140500
6,2614,2.0,1522.0,1974,2,1997,1,NWAmes,240000
5,1464,2.0,732.0,1968,1,1968,0,NAmes,141000
5,912,2.0,912.0,1965,1,2008,0,NAmes,147000
5,925,2.0,912.0,1965,1,2005,0,NAmes,135000
5,1728,2.0,1728.0,1965,2,1965,0,NAmes,145000
5,1728,2.0,1728.0,1965,2,1965,0,NAmes,142600
5,1656,2.0,1656.0,1973,2,1973,0,NWAmes,135000
7,1670,2.0,825.0,1971,1,1971,0,NWAmes,170000
8,2715,2.0,1142.0,1976,3,1996,2,NWAmes,299800
6,1876,2.0,901.0,1974,2,1974,1,NWAmes,185000
6,1632,2.0,800.0,1966,1,2000,0,NWAmes,173000
7,999,2.0,944.0,1961,1,2007,0,NAmes,178400
7,1978,2.0,832.0,1968,2,1968,1,NWAmes,176000
5,1014,1.0,0.0,1956,1,1956,0,NAmes,98000
4,907,1.0,907.0,1957,1,1957,0,NAmes,109008
4,952,1.0,952.0,1956,1,1956,0,NAmes,135750
5,1128,2.0,1120.0,1963,2,1963,0,NAmes,155000
6,1425,2.0,1425.0,1964,2,1964,1,NAmes,180500
6,1165,2.0,1127.0,1966,1,1966,0,NAmes,174900
6,1136,1.0,1136.0,1965,1,1965,1,NAmes,140000
6,1092,2.0,1092.0,1964,1,1964,0,NAmes,145000
5,1265,2.0,1219.0,1965,2,1999,1,NAmes,179900
6,1350,2.0,1248.0,1964,1,1964,0,NAmes,168500
5,1114,2.0,1114.0,1961,1,1961,0,NAmes,140000
5,1053,1.0,1053.0,1959,1,2006,0,NAmes,145500
6,1252,2.0,1252.0,1959,1,1959,0,NAmes,142000
4,1100,1.0,1100.0,1960,1,1960,1,NAmes,141000
5,1118,1.0,1118.0,1960,1,2000,0,NAmes,153000
3,720,1.0,0.0,1949,1,1950,0,BrkSide,72500
3,729,0.0,270.0,1935,1,2003,0,BrkSide,52000
5,1077,1.0,991.0,1939,1,1950,2,BrkSide,118000
4,906,1.0,348.0,1937,1,1950,0,BrkSide,87000
5,1496,2.0,1296.0,1960,2,1960,0,NAmes,141500
6,1252,1.0,1032.0,1950,1,1950,0,NAmes,119000
5,1337,1.0,572.0,1950,1,2006,1,NAmes,141500
6,1661,1.0,992.0,1955,1,1996,1,NAmes,165500
5,1036,1.0,1036.0,1953,1,1953,0,NAmes,112900
7,1820,2.0,864.0,1965,1,1988,2,NAmes,201800
6,1362,2.0,1362.0,1961,1,1961,1,NAmes,163000
5,1144,2.0,1144.0,1961,1,1961,0,NAmes,139950
6,1537,2.0,1319.0,1962,1,2005,1,NAmes,174000
6,1431,1.0,1099.0,1962,1,1962,1,NAmes,165000
6,1988,2.0,1104.0,1966,2,1999,1,NAmes,227000
5,1098,1.0,1098.0,1955,1,1955,0,NAmes,135000
5,1144,1.0,1144.0,1963,1,1963,0,NAmes,124000
5,1283,2.0,931.0,1962,1,1980,0,NAmes,140000
5,1176,1.0,1176.0,1957,1,1957,2,NAmes,136500
5,1440,1.0,1248.0,1959,2,1998,0,NAmes,185000
6,1261,2.0,1261.0,1958,1,1958,1,NAmes,163000
6,1570,2.0,1395.0,1958,1,1958,1,NAmes,166800
6,1196,1.0,1196.0,1956,1,1956,1,NAmes,139000
6,1392,2.0,1392.0,1957,1,1957,2,NAmes,166000
6,1080,1.0,1080.0,1958,1,1958,0,NAmes,136000
5,1104,1.0,1104.0,1956,1,1958,0,NAmes,133000
5,882,1.0,720.0,1952,1,1952,0,NAmes,116000
5,1152,2.0,1152.0,1953,1,1953,0,NAmes,137500
5,950,2.0,984.0,1953,1,1953,0,NAmes,130000
6,1790,2.0,998.0,1957,2,1957,2,NAmes,180000
5,952,2.0,952.0,1951,1,1951,0,NAmes,139000
5,773,1.0,773.0,1953,1,1953,0,NAmes,110000
5,1764,1.0,0.0,1957,2,1982,1,NAmes,100000
5,1216,1.0,832.0,1947,1,1950,0,NAmes,118500
5,1824,2.0,1824.0,1957,2,1957,0,NAmes,146000
4,869,1.0,0.0,1948,1,1950,0,OldTown,89900
5,1159,1.0,747.0,1925,1,1950,0,OldTown,114000
5,1558,1.0,913.0,1945,1,1950,1,NAmes,140000
4,672,1.0,672.0,1940,1,2005,0,OldTown,86900
5,1436,4.0,892.0,1922,1,1950,1,OldTown,139000
4,1294,0.0,0.0,1900,2,2000,0,OldTown,106250
6,1716,2.0,858.0,1962,1,1962,1,NAmes,171000
5,1044,2.0,912.0,1968,1,1968,1,NAmes,139000
7,1312,2.0,1312.0,1958,1,2001,1,NAmes,186000
6,1253,1.0,1253.0,1960,1,1960,1,NAmes,157000
6,1081,1.0,1081.0,1960,1,1993,0,NAmes,148000
7,2069,2.0,585.0,1960,2,2007,1,NAmes,242000
5,910,2.0,105.0,1953,1,1996,0,NAmes,116000
5,876,2.0,876.0,1951,1,1951,1,NAmes,94000
5,1048,2.0,0.0,1950,1,1950,0,NAmes,98300
5,1507,1.0,1075.0,1960,2,1960,0,NAmes,127000
5,1256,1.0,1256.0,1959,1,1959,0,NAmes,159000
5,1027,1.0,1027.0,1962,1,1962,0,NAmes,125900
5,1269,1.0,1269.0,1960,1,1960,1,NAmes,155000
6,1320,2.0,768.0,1948,2,1950,0,NAmes,138000
6,984,1.0,936.0,1954,1,1954,0,NAmes,112500
6,832,2.0,832.0,1954,1,1954,0,NAmes,105500
6,1278,1.0,854.0,1954,1,1954,0,NAmes,127500
5,1800,0.0,1800.0,1961,2,1961,0,NAmes,130000
5,1588,2.0,768.0,1955,1,1967,0,NAmes,150000
5,825,1.0,825.0,1954,1,1954,0,NAmes,109500
6,1796,2.0,780.0,1963,1,1963,1,NAmes,140000
6,1611,2.0,780.0,1964,1,1964,0,NAmes,167900
5,1117,1.0,1117.0,1963,1,1963,0,NAmes,136870
6,1133,1.0,192.0,2008,1,2008,0,OldTown,143000
5,764,2.0,680.0,1925,1,2004,0,OldTown,73000
5,1539,2.0,650.0,1904,2,2002,1,OldTown,157500
5,1323,2.0,780.0,1948,1,2005,0,OldTown,122600
5,1360,1.0,680.0,1910,1,2003,0,OldTown,111000
6,2792,2.0,1510.0,1920,2,1950,2,OldTown,256000
5,672,1.0,672.0,1940,1,1950,0,OldTown,64000
6,1456,1.0,728.0,1915,1,2005,0,OldTown,139500
4,1594,0.0,828.0,1910,2,1996,0,OldTown,118000
7,2082,2.0,1362.0,2003,2,2003,0,OldTown,200000
4,1656,2.0,801.0,1940,2,1985,0,OldTown,119164
5,1740,1.0,936.0,1920,1,1950,1,OldTown,122250
7,1027,0.0,931.0,1920,1,2006,1,OldTown,120000
6,1436,2.0,884.0,1940,2,1950,2,OldTown,155000
5,899,1.0,481.0,1910,1,1950,0,OldTown,78000
5,1080,0.0,684.0,1890,1,1996,0,OldTown,95000
5,789,1.0,789.0,1948,1,1950,0,OldTown,115000
5,1122,2.0,924.0,1948,1,2005,0,OldTown,147000
5,1499,3.0,904.0,1946,1,1950,1,OldTown,140000
2,407,1.0,407.0,1946,1,1950,0,OldTown,46500
5,928,1.0,928.0,1957,1,1957,0,OldTown,112500
4,901,1.0,901.0,1954,1,2000,0,OldTown,107900
